36.34476527,127.4213776,100,Robbery,1
36.33781261,127.4302565,32,Robbery,2
36.33791832,127.4296779,35,Robbery,2
36.33752768,127.4305501,35,Robbery,2
36.33672221,127.4302505,40,Robbery,1
36.33700657,127.4301129,40,Robbery,3
36.35222702,127.4351959,50,Robbery,2
36.35146143,127.4350858,50,Robbery,1
36.35520438,127.4391675,100,Robbery,2
36.35318582,127.4292298,110,Murder,1
36.3358643,127.4141761,130,Murder,1
36.33305017,127.4251431,130,Murder,1
36.36346088,127.423704,100,Sexual_Violence,1
36.36238582,127.4244558,120,Sexual_Violence,3
36.36365241,127.4255992,85,Sexual_Violence,2
36.36460032,127.4225848,100,Sexual_Violence,2
36.36296249,127.4219353,100,Sexual_Violence,2
36.36352924,127.4183728,80,Sexual_Violence,3
36.36878242,127.4236716,60,Sexual_Violence,3
36.37214515,127.4283422,90,Sexual_Violence,3
36.36918545,127.429418,100,Sexual_Violence,3
36.36543035,127.4311467,100,Sexual_Violence,3
36.36763812,127.4361397,120,Sexual_Violence,1
36.36805325,127.4335012,100,Sexual_Violence,3
36.36840992,127.4394757,85,Sexual_Violence,3
36.36697486,127.4449387,100,Sexual_Violence,3
36.3532666,127.4230026,50,Sexual_Violence,2
36.35179954,127.4250222,40,Sexual_Violence,1
36.35129441,127.4251532,85,Sexual_Violence,3
36.3514665,127.422369,100,Sexual_Violence,3
36.35590257,127.4267937,70,Sexual_Violence,3
36.35401338,127.4283988,75,Sexual_Violence,3
36.35475962,127.4338731,200,Sexual_Violence,1
36.35190289,127.4351161,100,Sexual_Violence,3
36.35337477,127.4342999,75,Sexual_Violence,3
36.35783682,127.433957,110,Sexual_Violence,3
36.35483109,127.4377505,110,Sexual_Violence,3
36.35669704,127.4473424,60,Sexual_Violence,3
36.35509282,127.4473778,80,Sexual_Violence,3
36.35281536,127.4491139,65,Sexual_Violence,3
36.35054734,127.4507273,100,Sexual_Violence,3
36.34150146,127.4478236,40,Sexual_Violence,1
36.34155127,127.4489601,85,Sexual_Violence,2
